Geneid,glyphosatea,glyphosateb,watera,waterb
LOC122610709,0,0,0,0
LOC122610019,1157,1174,750,720
LOC122611098,1218,837,1804,1356
LOC122578246,2598,2460,3674,2102
LOC122579811,41,36,145,158
LOC122580115,93,178,210,160
LOC122578385,650,387,339,228
LOC122610710,9,2,2,5
LOC122580604,2,4,7,5
LOC122578697,325,600,1554,832
LOC122611230,886,1729,1742,1048
LOC122611229,292,247,416,385
LOC122611122,1182,3447,52523,39762
LOC122610711,212,228,679,625
LOC122610712,0,0,2,2
LOC122578871,184,283,1092,1083
LOC122580358,0,0,0,2
LOC122580197,0,0,0,0
LOC122609755,0,0,0,0
LOC122609754,1322,1419,3020,2636
TRNAQ-CUG_5,0,0,0,0
LOC122579399,38,71,152,206
LOC122580387,23,32,9,4
LOC122579245,77,83,547,499
LOC122579246,3,3,39,24
LOC122580245,43,56,39,18
LOC122578757,516,613,947,808
LOC122579141,235,254,281,183
LOC122578581,287,232,383,257
LOC122579752,1996,1163,1840,1676
LOC122578814,162,145,371,236
LOC122579790,509,488,418,266
LOC122578183,675,540,1703,1540
LOC122610713,0,0,0,0
LOC122578462,299,280,452,477
LOC122609684,0,1,2,3
LOC122579079,3591,8562,88519,90131
LOC122610714,0,1,1,0
LOC122579224,116,250,56,58
LOC122580710,0,0,0,0
LOC122579096,260,317,658,497
LOC122579290,2532,2298,2763,2013
LOC122579325,98,150,299,206
LOC122609672,102,100,145,100
LOC122578769,94,44,2,16
LOC122578350,151,154,553,331
LOC122579800,6,5,15,13
LOC122579521,5794,5531,4521,4378
LOC122578200,147,265,1641,1048
LOC122578582,128,160,1414,1139
LOC122579233,713,795,2072,1707
LOC122579232,1,0,24,12
LOC122580613,5,4,9,8
LOC122580628,1382,1182,1815,1340
LOC122580629,715,606,1098,858
LOC122578443,419,309,1921,1936
LOC122580413,3,3,2,2
TRNAA-AGC_10,0,0,0,0
LOC122610717,0,3,3,1
LOC122610718,4,0,1,0
LOC122578973,243,404,2002,1617
LOC122579859,370,298,481,371
LOC122610719,0,1,2,0
LOC122579867,139,169,236,168
LOC122580633,3,12,8,2
LOC122611091,4628,9820,95243,52425
LOC122578238,916,608,1078,738
LOC122610720,1,0,0,0
LOC122611032,972,811,959,727
LOC122611033,540,266,1405,1091
LOC122579249,530,600,224,152
TRNAM-CAU_20,0,0,0,0
LOC122579023,392,519,3311,2668
LOC122578615,75,63,376,296
LOC122611284,2861,1918,2663,2113
LOC122610723,1,0,0,0
LOC122579714,615,497,649,549
LOC122580006,448,310,36,38
LOC122579279,180,143,177,138
LOC122610725,0,0,0,0
LOC122610727,0,0,0,0
LOC122610728,60,174,473,509
LOC122578189,886,1003,2029,1701
LOC122579148,566,452,580,468
LOC122578749,282,333,861,745
LOC122611270,171,193,373,245
LOC122580709,0,0,0,0
LOC122611183,3456,5125,5541,4225
LOC122611184,2817,3195,3392,2413
LOC122579435,80,127,436,259
LOC122579684,12,11,27,19
LOC122579685,2,2,8,4
LOC122611196,48,57,72,52
LOC122611199,1121,1194,1525,1044
LOC122611195,0,0,0,0
LOC122611361,944,734,1395,963
LOC122578480,497,707,227,194
TRNAF-GAA_10,0,2,0,2
LOC122609886,686,661,855,594
LOC122609889,243,198,1080,906
LOC122609888,96,249,560,465
LOC122609850,0,0,0,0
LOC122610729,0,0,3,0
LOC122610730,1,0,0,0
LOC122579829,71,63,77,55
LOC122611066,1139,1045,1146,913
LOC122610731,7,16,44,33
LOC122578252,454,434,548,515
LOC122611069,796,798,1563,1147
LOC122611071,300,222,325,201
LOC122611182,397,264,315,499
LOC122579866,253,339,370,336
LOC122610733,9,11,43,26
LOC122578478,231,241,477,389
LOC122611214,868,738,591,446
LOC122579779,3,3,9,6
LOC122579778,5,1,3,0
LOC122580406,0,0,6,0
LOC122578398,255,289,392,311
LOC122579276,69,60,29,11
LOC122579496,366,321,941,736
LOC122580164,1,0,0,0
LOC122578113,763,1356,5179,3510
LOC122580388,541,516,833,550
LOC122610734,189,170,472,326
LOC122578676,207,273,649,463
LOC122579722,207,206,368,219
LOC122578994,600,704,1240,1058
LOC122610735,0,0,0,0
LOC122610736,0,0,0,0
LOC122609928,29,29,42,32
LOC122609930,2,2,5,4
LOC122609929,1,7,6,13
LOC122579033,185,208,342,235
LOC122580193,3,4,58,31
LOC122611052,1981,1561,1859,1406
LOC122578269,60,46,371,279
LOC122611106,90,110,296,277
LOC122611107,12,13,72,53
LOC122578098,3950,3755,2218,2465
LOC122578272,1055,985,1525,1157
LOC122609704,42,65,323,345
LOC122610739,0,0,0,0
LOC122579731,1334,1450,3656,2458
TRNAF-GAA_11,0,0,0,0
LOC122578689,451,496,1336,1161
LOC122578717,141,205,353,350
LOC122578873,897,755,733,635
LOC122579907,165,145,144,98
LOC122610740,339,379,700,486
LOC122578408,1176,1195,882,699
LOC122578565,562,435,1048,1032
LOC122579085,448,430,1507,1347
LOC122578421,1287,1475,6510,4014
LOC122578941,150,215,785,874
LOC122610741,12,3,19,24
LOC122578788,474,860,1565,1309
LOC122580137,159,133,430,266
LOC122579842,22,14,51,61
LOC122580047,2738,2289,4227,3066
LOC122579257,382,421,461,356
LOC122579484,82,56,85,77
LOC122578518,158,241,669,420
LOC122579132,139,146,600,458
LOC122610742,0,0,0,0
LOC122610743,202,216,220,176
LOC122578283,361,402,691,475
LOC122610744,0,0,0,0
LOC122610040,117,191,793,651
LOC122610746,0,1,1,1
LOC122609899,1,0,0,0
LOC122578630,993,990,6274,5310
LOC122580498,0,3,3,1
LOC122580499,2,5,5,1
LOC122609897,2,2,1,1
LOC122579420,488,512,3479,3016
LOC122579422,217,207,169,135
LOC122578504,213,278,566,410
LOC122579259,149,122,206,146
LOC122578103,7249,3208,19461,37047
LOC122578291,298,229,267,165
LOC122610747,267,494,5,0
LOC122609673,58,46,0,0
LOC122580068,640,700,6,3
LOC122610748,0,0,0,0
LOC122610054,1940,1555,1647,1211
LOC122610055,3,0,3,2
LOC122610749,0,0,0,0
LOC122578164,1163,928,1368,1091
LOC122578508,922,1120,1835,927
LOC122580018,47,63,87,68
LOC122579304,0,2,0,0
LOC122611135,27,34,119,83
LOC122578199,2384,1857,1925,1369
LOC122578869,549,405,238,162
LOC122579430,226,244,763,564
LOC122610751,0,0,0,0
LOC122578481,1069,998,1539,1188
LOC122610752,31,17,25,41
LOC122610076,640,612,1273,671
LOC122610079,6,8,11,5
LOC122610077,218,240,423,307
LOC122580554,596,546,687,502
LOC122579738,307,551,811,743
LOC122578929,3,9,5,2
LOC122578930,1271,946,922,719
LOC122580294,0,0,1,0
LOC122580357,0,0,0,0
LOC122610753,0,0,0,0
LOC122580349,0,2,25,32
TRNAQ-CUG_6,0,0,2,0
LOC122578748,239,120,201,187
LOC122610754,1,0,3,4
LOC122579830,551,507,984,692
LOC122578260,251,232,585,438
LOC122610756,0,0,0,0
LOC122579615,646,550,1586,1310
LOC122578451,71,79,185,122
LOC122579576,29,42,202,155
TRNAD-GUC_13,0,0,0,0
LOC122580477,265,290,1,7
LOC122580433,27,24,28,10
LOC122609749,40,36,31,16
LOC122579457,116,91,170,148
LOC122579967,135,156,85,72
LOC122579650,1006,818,1095,933
LOC122579395,8,3,30,26
LOC122578321,239,326,748,552
LOC122579678,9,30,124,9
LOC122611082,265,301,928,738
LOC122580042,14,33,87,57
LOC122579480,5161,6101,964,681
LOC122579293,124,137,343,231
LOC122610758,0,0,0,0
LOC122578354,213,268,575,577
LOC122610759,0,0,0,2
LOC122580153,316,541,2141,1834
LOC122580318,56,10,2,4
LOC122610760,2,2,23,17
LOC122579547,3,10,51,41
LOC122578848,323,294,438,292
LOC122580063,330,60,4,4
LOC122610762,6,10,21,13
LOC122611369,1101,1019,1050,759
LOC122579166,138,398,371,116
LOC122609884,4172,4138,5799,4453
LOC122578361,788,790,734,608
LOC122609852,0,1,0,2
LOC122610763,0,0,0,0
LOC122578554,548,802,2530,1707
LOC122578334,18076,15486,5752,4407
LOC122579687,1,4,3,2
LOC122580361,171,109,7,10
LOC122610098,3078,2937,4498,3187
LOC122578432,383,532,1299,836
LOC122611373,561,547,2689,2068
LOC122579986,11,21,86,43
LOC122579278,58,156,794,605
LOC122580196,73,143,20,8
LOC122610765,0,0,0,0
LOC122579743,86,123,129,89
LOC122580456,90,37,2,1
LOC122578496,712,409,270,300
LOC122580630,422,529,553,412
LOC122580116,14,25,88,71
LOC122579087,205,187,560,457
TRNAL-AAG_9,0,0,0,0
LOC122611166,10,19,23,17
LOC122611165,410,388,1066,941
LOC122579159,974,1238,1636,1276
LOC122580229,3,11,27,23
LOC122610766,0,0,0,0
LOC122579467,0,0,1,0
LOC122580057,1,4,10,7
LOC122580411,4,3,5,2
LOC122579857,54,65,77,33
LOC122580013,110,394,1355,778
LOC122579342,3997,4165,2932,2511
LOC122580314,34,12,58,41
LOC122580315,70,59,167,158
LOC122578280,220,249,454,323
LOC122578279,10,6,11,11
LOC122578064,1306,1114,1746,1361
LOC122611320,677,657,827,533
LOC122610768,93,75,58,50
LOC122579150,70,135,1144,804
LOC122579252,4,4,10,3
LOC122610769,0,0,0,0
LOC122580470,0,0,0,0
LOC122610770,0,0,0,0
LOC122610771,0,0,0,0
LOC122578153,101,108,387,284
LOC122611379,665,741,2020,1695
LOC122578043,5,11,61,31
LOC122578919,370,537,894,666
LOC122579561,942,569,605,451
LOC122580356,15,29,50,17
LOC122579881,640,612,1899,1141
LOC122578903,1888,2185,2318,1859
LOC122578819,147,163,675,489
LOC122578820,217,377,334,196
LOC122580035,0,3,5,2
LOC122580034,3,5,9,3
LOC122610772,7,3,0,0
LOC122580493,5,3,37,20
LOC122578326,5050,4303,6912,5652
LOC122609688,0,0,0,0
LOC122580027,1117,915,3568,1947
LOC122610773,1,0,0,0
LOC122610774,0,0,0,0
LOC122610092,856,472,1987,1334
LOC122578049,7560,5160,1327,1015
LOC122578547,234,184,324,277
LOC122579355,1050,909,1418,931
LOC122578996,515,426,279,187
LOC122578864,150,111,194,189
LOC122579670,1963,1604,2003,1590
LOC122579574,2561,1855,1367,1073
LOC122578776,851,747,2242,2085
LOC122578128,632,544,1569,1126
LOC122580312,23,24,27,32
LOC122579659,3023,1793,643,447
LOC122578987,903,761,1407,965
LOC122580203,496,426,608,422
LOC122580616,0,0,0,0
LOC122580079,3,2,8,4
LOC122580172,4,15,239,133
LOC122579930,73,88,244,147
LOC122580380,14,9,10,8
LOC122610777,0,0,0,2
LOC122579029,709,815,450,297
LOC122580346,10,9,10,10
LOC122609819,0,0,2,2
LOC122580519,271,374,318,263
LOC122610778,5,5,6,7
LOC122579556,78,165,523,356
LOC122610779,0,0,0,0
LOC122610781,1,0,0,0
LOC122580486,0,1,6,18
LOC122580556,5,6,0,1
LOC122609729,0,0,0,0
TRNAR-UCG_5,0,0,0,0
LOC122580317,1,0,2,2
LOC122610782,0,0,0,0
LOC122578262,910,1028,588,363
LOC122610783,0,0,0,0
LOC122610784,0,0,0,0
LOC122580367,3,4,27,40
LOC122579734,374,384,564,379
LOC122579735,0,1,0,0
LOC122611190,487,716,2196,1814
LOC122610024,33,94,486,337
LOC122580105,688,1069,5003,2821
LOC122580106,63,45,1310,931
LOC122579548,610,621,638,507
LOC122578825,2226,1118,687,606
LOC122579419,61,49,119,103
LOC122578159,1358,1871,4378,3591
LOC122610785,1,0,0,0
LOC122610786,24,33,74,29
LOC122611065,20,34,247,166
LOC122609830,2230,1773,4937,4281
LOC122610788,131,131,374,222
LOC122580028,3,9,34,12
LOC122580592,0,0,0,0
LOC122579802,503,422,1243,915
LOC122611262,755,680,1222,962
LOC122578135,670,601,690,785
LOC122580009,101,191,420,122
LOC122610790,0,3,0,0
LOC122610791,0,0,0,0
LOC122610792,0,1,0,0
LOC122580117,1,0,0,2
LOC122610793,0,0,0,0
LOC122610794,135,201,420,122
LOC122580183,101,17,14,83
LOC122580185,0,4,19,0
LOC122580184,329,328,461,364
LOC122579668,440,339,740,562
LOC122610795,57,115,266,224
LOC122610796,11,5,5,8
LOC122610797,0,0,0,0
LOC122580444,5,261,0,0
LOC122578372,1158,942,1354,935
LOC122611308,1874,1618,1131,943
LOC122609667,4,7,5,1
LOC122579720,294,512,217,149
LOC122578424,2,20,95,81
LOC122580141,2,9,34,37
LOC122578623,111,122,307,127
LOC122579410,1358,1286,2441,1866
LOC122609921,0,0,0,0
LOC122578885,43,69,567,544
LOC122579511,52,66,287,242
LOC122578498,2199,1924,2340,1764
LOC122579383,56,77,307,308
LOC122611367,645,656,840,613
LOC122580015,7,29,138,78
LOC122578683,39,50,298,225
LOC122610799,37,61,212,116
LOC122580638,57,114,301,143
LOC122610081,0,0,0,0
LOC122610800,0,0,0,0
LOC122579707,39,53,78,24
LOC122579510,5,13,200,131
LOC122578880,705,667,179,105
LOC122578066,1731,1678,2334,2035
LOC122579158,44,49,396,397
LOC122580170,14,21,392,246
LOC122610003,3978,3392,3251,2565
LOC122579008,203,201,365,256
LOC122580682,0,3,1,0
LOC122578495,268,200,310,375
LOC122610801,0,0,0,0
LOC122610805,0,0,0,0
LOC122580290,2071,3035,17923,10477
LOC122580291,76,72,180,140
LOC122580292,184,242,441,281
LOC122580154,222,180,554,365
LOC122578112,882,625,1106,887
LOC122610806,0,0,0,0
LOC122579676,1384,1752,8576,7433
LOC122578468,226,209,5,3
LOC122578469,0,0,0,0
LOC122578467,417,514,801,598
TRNAS-UGA_6,0,0,0,0
LOC122578466,329,281,886,964
LOC122580103,5,12,54,35
LOC122609750,39,89,458,517
LOC122579171,801,1359,743,345
LOC122610807,7,7,0,0
LOC122610808,343,1594,146,14
LOC122610809,24,54,1,2
LOC122610810,0,0,0,0
LOC122610811,0,0,0,0
LOC122610812,0,0,0,1
LOC122610063,585,765,1252,756
LOC122610065,56,59,115,57
LOC122610066,3,7,10,3
LOC122610061,265,641,34,17
LOC122611309,460,810,909,496
LOC122611310,8,10,25,8
LOC122578805,293,313,687,518
LOC122578806,0,0,8,7
LOC122579248,1803,1299,1371,1070
LOC122578917,45,61,121,119
LOC122580302,385,350,402,284
LOC122580563,1,0,0,0
LOC122580618,9,13,15,11
LOC122579447,396,358,157,101
LOC122609665,23,25,6,3
LOC122579702,898,690,1004,823
LOC122578123,469,400,1206,1006
LOC122609710,4,28,72,33
LOC122609711,0,0,5,0
LOC122579030,723,1205,1329,919
LOC122579407,689,702,1639,1402
LOC122578397,683,662,517,388
LOC122579614,179,127,164,134
LOC122611319,2267,1910,3717,2738
LOC122579620,89,48,101,100
LOC122578122,741,440,504,461
LOC122578791,259,238,662,472
LOC122578975,288,306,579,370
LOC122611259,438,440,747,599
LOC122610813,0,0,0,0
LOC122578780,184,194,284,213
LOC122578499,1745,2834,2400,1972
LOC122579142,65,105,319,161
LOC122611121,882,807,1297,1086
LOC122579032,157,181,183,143
LOC122578999,743,946,785,652
LOC122610814,191,216,355,327
LOC122610042,1186,1060,3199,2177
LOC122610815,0,0,0,0
LOC122610816,12,7,0,0
LOC122580543,575,448,467,356
LOC122578377,1033,818,1480,1107
LOC122579317,260,256,289,209
LOC122579316,2609,2626,4249,3393
LOC122610817,0,0,0,0
LOC122580570,0,1,0,4
LOC122579167,160,124,161,153
LOC122609815,108,76,336,267
LOC122579472,530,584,311,291
LOC122578120,650,779,6741,4901
LOC122610818,0,0,0,0
LOC122611127,424,1073,1036,442
LOC122611126,2469,2074,2188,1351
LOC122611128,282,920,4064,1629
LOC122610819,1,1,4,1
LOC122579495,479,559,419,340
LOC122578402,75,160,269,230
LOC122580081,364,421,772,475
LOC122578595,591,805,1188,841
LOC122578970,525,509,1027,703
LOC122579086,258,186,139,77
LOC122611092,1312,1197,1360,938
LOC122580418,0,0,0,0
TRNAD-GUC_14,0,0,0,0
LOC122579750,207,203,278,234
LOC122611112,86,62,183,185
LOC122611111,694,589,1118,1380
LOC122580222,19,34,52,34
LOC122578934,264,616,2847,2009
TRNAT-CGU_3,0,0,0,0
LOC122579034,74,112,223,213
TRNAC-GCA_6,0,0,0,0
LOC122578268,130,151,133,43
LOC122578267,508,503,589,410
LOC122578563,521,670,1166,731
LOC122610820,1,2,7,11
TRNAN-GUU_13,0,0,0,0
LOC122578155,1615,1477,1529,1250
LOC122578653,1065,417,843,821
LOC122578556,1045,848,723,607
LOC122579525,110,96,181,117
LOC122610821,29,27,19,18
LOC122579868,100,118,413,335
LOC122609964,0,0,0,0
LOC122578631,730,615,381,269
LOC122578559,35,51,268,290
LOC122580136,651,496,484,419
LOC122580188,80,55,48,44
LOC122610822,0,3,2,1
LOC122579063,658,693,647,483
LOC122610823,0,0,0,0
TRNAD-GUC_15,0,0,0,0
TRNAD-GUC_16,0,0,0,0
LOC122611253,212,197,604,413
LOC122578235,599,478,1154,930
LOC122610824,0,0,0,0
LOC122610825,2,0,0,0
LOC122579452,269,265,443,239
LOC122579851,573,78,186,107
LOC122579310,305,223,195,164
LOC122578390,426,332,1064,530
LOC122578818,369,356,806,648
TRNAD-GUC_17,0,0,0,0
LOC122579111,428,417,1092,859
LOC122579661,1757,1769,1941,1287
LOC122580492,2,2,16,8
LOC122578954,872,706,2603,2387
LOC122580287,58,38,96,61
LOC122579904,143,120,259,214
LOC122579326,345,263,351,246
LOC122611181,518,595,2340,1945
LOC122610826,0,1,4,2
LOC122578974,252,255,509,341
LOC122578546,100,110,389,361
LOC122578583,420,401,337,257
LOC122609736,0,1,0,0
LOC122610827,0,0,0,0
LOC122579228,54,51,129,91
LOC122580157,3589,4508,2330,1611
LOC122580052,117,89,36,34
LOC122609812,127,146,348,245
TRNAM-CAU_21,0,0,0,0
LOC122580425,4,5,1,0
LOC122611256,6651,6089,4819,4000
LOC122610828,0,0,0,0
LOC122580688,109,192,537,384
LOC122579176,2,6,55,25
LOC122610829,1490,1656,1747,1254
LOC122578541,362,338,549,440
LOC122578097,480,791,1639,1353
LOC122610830,0,0,0,0
LOC122580365,76,115,248,190
LOC122580366,0,1,2,3
LOC122578094,254,514,564,589
LOC122580308,1169,1379,1159,922
LOC122580309,9,20,55,32
LOC122579891,0,0,0,0
LOC122609726,8,0,2,8
LOC122609727,67,125,393,244
LOC122610831,0,1,0,0
LOC122579675,12,14,40,15
LOC122610832,0,0,0,0
LOC122610833,0,0,0,0
LOC122579357,426,585,490,498
LOC122579173,0,0,1,0
LOC122579172,0,0,0,0
LOC122610834,0,0,0,0
LOC122579622,1,9,74,27
LOC122609947,1522,2457,12388,4905
LOC122578404,242,221,709,520
LOC122580353,8,12,46,29
LOC122611113,892,1490,2791,2202
LOC122579732,21,6,10,11
LOC122610835,3,1,4,2
LOC122580376,2,5,13,4
LOC122579980,38,2,3,35
LOC122609988,745,909,1791,1202
LOC122611210,677,882,865,579
LOC122578430,927,947,2429,1450
LOC122610836,0,0,0,0
LOC122609836,119,121,416,355
LOC122578728,285,259,448,319
LOC122578727,555,505,508,328
LOC122610839,0,0,0,0
LOC122609953,5351,1563,464,439
LOC122579526,822,615,791,574
LOC122579590,266,274,367,258
LOC122579352,76,192,218,101
LOC122610840,0,1,0,0
TRNAQ-UUG_6,0,0,0,0
LOC122579990,21,50,98,76
LOC122578318,1314,740,487,364
LOC122611312,307,408,1414,839
LOC122579755,88,80,122,60
LOC122580434,451,795,365,295
LOC122610086,1505,1028,1584,1391
LOC122578176,667,758,3019,2073
LOC122610841,3,1,0,1
LOC122578224,3440,2512,2406,2090
LOC122578261,21,32,409,429
LOC122579910,7,7,53,22
LOC122579909,15,4,10,10
LOC122580375,9,39,110,22
LOC122611351,203,553,3003,2492
LOC122610842,0,0,0,0
LOC122578242,377,344,1202,975
LOC122580515,0,0,5,0
LOC122578331,1,16,12,8
LOC122578332,361,318,550,475
LOC122578172,5303,4326,2112,1830
LOC122578058,12,14,67,73
LOC122578059,402,378,1599,939
LOC122579035,204,445,2793,1634
LOC122610069,317,147,382,361
LOC122610070,55,333,1585,312
LOC122610843,0,0,4,4
LOC122579359,60,35,105,113
LOC122579769,0,1,0,0
LOC122580621,496,570,730,511
LOC122611093,1121,984,2694,2098
LOC122578188,1099,864,1726,1378
LOC122579838,59,84,347,137
LOC122610844,6,35,333,181
LOC122580187,0,0,3,3
LOC122578449,330,275,458,314
LOC122610845,0,0,0,0
LOC122610846,0,0,0,0
LOC122579324,864,872,1188,947
LOC122610106,169,127,108,148
LOC122610847,3,0,4,6
LOC122610105,601,484,717,538
LOC122610848,1,0,0,0
LOC122580663,311,281,527,324
LOC122579840,132,70,28,32
LOC122580198,3,1,3,6
LOC122579771,1012,1124,795,529
LOC122579772,235,257,275,102
LOC122579754,8,5,36,43
LOC122578154,1451,1424,1146,875
LOC122579862,165,214,489,304
LOC122610849,0,0,0,0
LOC122610850,0,0,0,0
LOC122611283,3258,3276,3133,2368
LOC122580171,13,36,25,24
LOC122579339,196,267,1354,1277
LOC122578956,932,857,1909,1397
LOC122578959,189,606,72,27
LOC122578957,17,44,75,71
LOC122580337,0,0,0,3
LOC122609908,0,0,0,0
LOC122580511,3,5,11,13
LOC122580560,38,51,277,261
LOC122580561,0,0,0,0
LOC122580461,314,213,422,351
LOC122609783,706,489,484,355
LOC122609784,332,307,681,479
LOC122580247,0,2,0,0
LOC122579815,75,50,105,181
LOC122578681,992,870,595,501
LOC122578710,362,607,2737,2575
LOC122578734,143,123,167,119
LOC122578755,373,371,501,343
LOC122580161,628,777,1841,1402
LOC122609769,2030,1940,1891,1452
LOC122609771,513,1741,12831,9957
LOC122609770,297,460,1130,988
LOC122610071,1450,1746,1056,776
LOC122610072,77,73,48,23
LOC122611170,6527,4322,11130,11431
LOC122611152,369,405,396,367
LOC122611153,792,671,1389,1103
LOC122579531,0,1,9,3
LOC122578485,774,518,264,180
LOC122609751,4925,4398,6711,5074
LOC122609950,370,268,497,381
LOC122578506,139,184,272,222
LOC122580282,405,528,942,665
LOC122578339,344,285,537,410
LOC122579006,374,378,790,598
LOC122578610,98,98,233,155
LOC122578236,470,356,821,900
LOC122610853,1,0,0,0
LOC122610854,0,0,0,0
LOC122580451,4,12,9,4
LOC122579839,39,72,49,20
LOC122580345,0,0,0,0
LOC122578523,77,30,100,296
LOC122609938,2926,2277,3076,2779
LOC122580650,0,0,0,0
LOC122579846,0,0,0,0
LOC122610855,0,0,0,0
LOC122579367,2,1,1,1
LOC122610856,0,1,0,0
LOC122610857,0,0,1,1
LOC122610858,0,0,0,0
LOC122610859,0,0,0,0
LOC122580623,0,3,9,0
LOC122610860,0,0,0,0
LOC122610861,0,0,1,0
LOC122611172,1284,985,863,631
LOC122610863,0,0,0,0
LOC122610864,0,0,0,0
LOC122610865,0,0,0,0
LOC122610866,0,0,0,0
LOC122611102,923,1400,4704,4224
LOC122611370,1939,2572,2950,1989
LOC122578452,764,651,715,500
LOC122610050,0,0,0,0
LOC122610049,223,231,688,536
LOC122610052,9,38,59,54
LOC122579088,3,8,25,16
LOC122579089,4,36,122,105
LOC122579431,9,58,136,139
LOC122579199,1,0,0,1
LOC122579200,7,28,107,85
LOC122579733,21,28,87,56
LOC122609674,5,4,1,0
LOC122611290,3441,3568,1317,960
LOC122610867,0,0,0,0
LOC122578282,234,270,608,485
LOC122579674,27,29,37,40
LOC122579766,62,65,41,31
LOC122610868,2,3,2,3
LOC122579113,56,58,311,170
LOC122611268,1355,1771,1506,1526
LOC122578486,1068,1119,1621,1166
LOC122609790,3110,2264,2264,1761
LOC122578142,1576,2395,1421,1015
LOC122578649,207,286,773,577
LOC122610869,0,0,1,0
LOC122580609,2,4,11,13
LOC122578335,3970,3760,3928,3406
LOC122578114,1823,1370,1137,951
LOC122579477,399,535,1322,1002
LOC122579376,384,340,2744,2217
LOC122578248,50,98,454,454
LOC122580473,0,1,0,0
LOC122578292,2221,1928,2766,1871
LOC122580026,109,96,368,347
LOC122610871,60,57,70,54
LOC122578836,92,92,524,510
LOC122610872,8,4,10,1
LOC122579858,240,184,303,264
LOC122580422,259,253,554,356
LOC122580624,0,0,0,0
LOC122580067,720,599,732,528
LOC122610873,10,11,3,1
LOC122578713,0,0,0,1
LOC122578714,14,8,31,28
LOC122580173,1112,956,986,543
LOC122610874,1,4,41,33
TRNAA-AGC_11,0,0,0,0
LOC122610875,13,11,25,19
LOC122611116,1896,1586,1625,1401
LOC122610876,0,0,3,2
LOC122578693,65,89,645,444
LOC122578639,68,455,4640,3294
LOC122610877,0,0,0,0
LOC122610878,40,72,86,76
LOC122611146,81,42,69,63
LOC122611148,3,1,0,4
LOC122611149,0,0,0,0
LOC122609914,1,1,1,1
LOC122578578,69,30,74,118
LOC122610879,5,8,28,14
LOC122610880,0,0,0,0
LOC122610881,0,1,0,1
LOC122579370,429,294,249,223
LOC122610882,0,0,0,0
LOC122580339,2,31,3,3
LOC122610883,0,0,0,0
LOC122580648,46,74,22,6
LOC122578692,24,59,30,52
LOC122579823,154,149,100,115
LOC122610100,4030,2605,2978,2122
LOC122580221,3,5,13,12
LOC122580219,89,372,182,56
LOC122580151,8,9,9,12
LOC122610885,0,6,1,2
LOC122578515,0,1,2,0
LOC122610887,0,0,0,0
LOC122610888,0,0,1,1
LOC122579721,508,670,823,591
LOC122610889,0,0,0,0
LOC122580016,4,11,38,50
LOC122580632,2,2,8,8
LOC122611279,1200,1708,10935,8669
LOC122610890,7,18,0,2
LOC122580114,20,20,32,20
LOC122580449,65,62,102,57
LOC122580139,10,20,19,8
LOC122578890,124,327,361,290
LOC122611338,1202,1243,6029,5865
LOC122611218,364,381,982,786
LOC122578838,1371,1796,13115,10685
LOC122579933,48,51,190,383
LOC122610891,7,3,3,9
LOC122580654,889,659,367,336
LOC122580091,45,33,32,38
LOC122580316,12,18,31,19
LOC122611200,584,525,622,607
LOC122610892,0,0,0,0
LOC122609767,0,0,0,0
LOC122579312,2534,2601,3010,2181
LOC122610893,4,2,0,1
LOC122579313,222,232,1656,2441
LOC122580635,2,0,12,12
LOC122610894,0,0,2,2
LOC122611287,507,397,612,432
LOC122610895,0,0,0,0
LOC122610897,0,0,0,1
LOC122580672,0,0,1,0
LOC122578259,481,427,873,748
LOC122580738,23,11,12,3
LOC122580731,2,5,2,5
LOC122580718,2,2,1,0
LOC122580719,9,12,6,3
LOC122580729,10,16,7,9
LOC122580739,35,39,14,14
TRNAE-CUC_10,0,0,0,0
LOC122578323,638,769,1886,1280
LOC122611314,1634,1442,2240,1607
LOC122579573,206,329,1070,597
LOC122580631,8,6,0,0
LOC122610898,0,0,0,0
LOC122610899,0,0,0,0
LOC122579636,166,316,1235,706
LOC122579642,293,309,137,75
LOC122610900,1,1,1,0
TRNAH-GUG_9,0,0,0,0
LOC122579940,116,39,27,37
LOC122580445,1567,1677,2539,2017
LOC122580446,0,0,0,0
LOC122579250,0,5,4,2
LOC122580017,138,120,276,183
LOC122611327,2473,2503,10115,8209
LOC122611134,0,0,0,0
LOC122610903,0,1,0,0
LOC122610904,0,0,0,0
LOC122578799,19,40,579,563
LOC122578816,56,41,298,318
LOC122610905,0,0,0,0
LOC122578448,403,349,312,291
LOC122578667,294,377,1596,965
LOC122580070,1375,1360,5265,3918
LOC122579143,279,507,113,120
LOC122578756,412,396,544,548
LOC122611216,2756,2015,1040,770
LOC122580722,0,0,0,0
LOC122610080,2114,1636,1504,1026
LOC122578380,287,751,308,392
LOC122580725,4,1,0,3
LOC122610907,0,0,0,0
LOC122610908,0,0,0,0
LOC122610909,5,3,6,4
LOC122611193,651,642,1594,1044
LOC122611194,1,0,2,0
LOC122611220,700,697,852,591
LOC122610910,0,0,0,0
LOC122579334,38,72,234,123
LOC122609821,0,0,0,0
LOC122580240,15,11,8,9
LOC122610911,27,17,13,7
LOC122610912,0,1,0,0
LOC122579571,28,59,165,130
LOC122579406,241,200,228,204
LOC122610913,0,0,0,0
LOC122610915,1,0,0,1
LOC122578359,799,939,1492,1430
LOC122578356,12417,10609,14273,12825
